,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
11,1.5803868459952655,0.0,4.597390153557628e-05,0.001185327113504206,0.0004497446889349854,1.5990922273243925e-05,0.0017090298179529445,0.008297289794529442,3.997730568310981e-05,0.0011533452689577181,5.996595852466471e-06,0.002400637206270744,0.0073398333234189605,0.00668420551021596,0.0010034303726460564,0.004447475257245967
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,9.994326420777453e-05,0.0,4.147737412425714,0.007797573473490568,0.0018449526572755178,0.0001878933367106161,0.00010194212949193002,0.00036979007756876575,5.996595852466471e-06,1.5990922273243925e-05,3.997730568310981e-06,0.0003617946164321438,0.0009934360462252787,0.001377218180783133,2.5985248694021376e-05,3.597957511479883e-05
22,0.0008175359012195958,0.0,0.002820398915943397,2.431687579594816,0.006406363235718348,0.00031382184961241204,7.795574608206414e-05,4.597390153557628e-05,0.0,1.9988652841554906e-06,0.0,0.0001699035491532167,0.00047972766819731773,0.00043775149723005244,1.9988652841554906e-06,1.3992056989088434e-05
23,0.0003378082330222779,0.0,1.5990922273243925e-05,0.0016670536469856794,0.8365031339009472,0.001479160310275063,0.00010194212949193002,5.996595852466471e-06,0.0,0.0,0.0,5.396936267219825e-05,0.00020188539369970455,8.195347665037511e-05,0.0,0.0
24,1.7989787557399416e-05,0.0,0.0,7.995461136621962e-06,0.00012992624347010688,0.14822385628126625,5.996595852466471e-06,1.9988652841554906e-06,0.0,0.0,0.0,0.0,7.995461136621962e-06,0.0,0.0,0.0
31,0.005526862510689932,0.0,5.996595852466471e-06,7.995461136621963e-05,0.00022787064239372594,3.3980709830643344e-05,0.17154861528207666,0.0002138785854046375,0.0,1.9988652841554906e-06,3.7978440398954326e-05,0.0005057129168913392,0.000863509802755172,0.0017490071236360544,7.995461136621962e-06,0.0003338105024539669
41,0.01063396331170721,0.0,0.0027324488434405554,0.0009254746265639921,0.00022986950767788143,1.5990922273243925e-05,0.0005916641241100252,33.70999750861431,6.796141966128669e-05,0.00024186269938281438,0.0006176493728040466,0.021887574861502623,0.00987639336901228,0.0053329725781268485,0.0002358661035303479,0.00017989787557399416
42,5.197049738804275e-05,0.0,0.00013192510875426237,6.596255437713119e-05,7.995461136621962e-06,0.0,2.1987518125710394e-05,0.0011713350565151176,0.7654494696450719,0.0005197049738804275,7.995461136621962e-06,0.0012972635694169135,0.0005836686629734032,1.1993191704932943e-05,3.997730568310981e-06,0.0
43,0.0015091432895373955,0.0,0.0003597957511479883,0.00010993759062855198,2.7984113978176867e-05,0.0,9.994326420777453e-05,0.003324112967550581,0.0003777855387053877,1.748103636527616,2.3986383409865885e-05,0.0010494042741816326,0.0010434076783291662,1.5990922273243925e-05,1.3992056989088434e-05,1.9988652841554906e-06
52,5.9965958524664716e-05,0.0,2.5985248694021376e-05,9.994326420777453e-06,1.9988652841554906e-06,0.0,3.997730568310981e-05,0.0063364029507729045,5.9965958524664716e-05,0.00013192510875426237,0.05599421320504776,0.00047772880291316224,0.0009334700877006141,0.000211879720120482,0.0,5.996595852466471e-06
71,0.004433483200256878,0.0,0.0002958320620550126,0.0007995461136621962,0.00028983546620254614,7.995461136621962e-06,0.00047373107234485127,0.01212711567897136,6.196482380882021e-05,0.0001539126268799728,0.03242559263957037,0.3136619403896796,0.006422354157991591,0.001377218180783133,1.3992056989088434e-05,4.397503625142079e-05
81,0.0123230044768186,0.0,0.01696037193605934,0.005622808044329395,0.0015591149216412827,0.00016390695330075023,0.002032845993986134,0.002696469268325757,0.0004557412847874519,0.00018389560614230513,0.0005936629893941807,0.009480618042749493,28.779230606369378,0.12623234042498754,6.796141966128669e-05,0.0004977174557547171
82,0.022427268488224603,0.0,0.00348402219028302,0.0014531750615810416,0.0008375245540611507,0.0002778422744976132,0.005996595852466472,0.005622808044329395,0.0,4.797276681973177e-05,0.00025985248694021377,0.0024186269938281436,0.09298321528834512,22.838265173626233,0.001079387253443965,0.004917208599022507
90,0.0064603325983905455,0.0,8.39523419345306e-05,2.1987518125710394e-05,1.1993191704932943e-05,2.3986383409865885e-05,6.996028494544217e-05,7.395801551375315e-05,3.997730568310981e-06,0.0,1.9988652841554906e-06,1.9988652841554907e-05,0.00016390695330075023,0.002676480615484202,1.544873006491675,0.010434076783291661
95,0.021597739395300075,0.0,2.5985248694021376e-05,1.3992056989088434e-05,1.9988652841554906e-06,0.0,0.0003757866734212322,5.197049738804275e-05,1.9988652841554906e-06,1.9988652841554906e-06,0.0,4.9971632103887265e-05,0.00015990922273243925,0.0038458168067151636,0.0017869855640350084,0.3537811655079644
