ID,LTPC,Northing,Easting,L30_B02,L30_B03,L30_B04,L30_B05,L30_B06,L30_B07,S30_B02,S30_B03,S30_B04,S30_B05,S30_B06,S30_B07,S30_B11,S30_B12,S30_B8A
655,7,4330853.3664842835,418583.5604149956,612,821,834,2866,2056,1279,452,638,633,1086,1959,2358,2077,1233,2633
656,7,4398686.682904427,453374.13299380615,418,566,540,2205,1568,908,462,619,648,903,1554,1828,1817,1102,2081
657,7,4312599.70119941,503325.98658181523,1454,2040,2473,2987,3312,2621,1442,1986,2404,2631,2868,3019,3377,2674,3108
658,7,4310795.549102488,457223.8675600961,370,605,627,2501,2051,1245,872,1132,1225,1416,2201,2556,2257,1443,2833
659,7,4347819.396006397,469778.99125035154,417,613,640,2461,1963,1172,462,655,707,959,1776,2141,2062,1210,2472
660,7,4285671.516570839,630093.7417807981,354,580,549,2665,1883,1087,471,696,669,1093,2069,2530,2004,1155,2794
661,7,4252465.835818944,677850.835547283,464,711,753,3062,2587,1539,539,797,854,1210,2284,2758,2418,1411,3083
662,7,4276594.300589172,592173.6715454855,435,727,752,2903,2318,1358,701,1005,1053,1442,2439,2820,2271,1301,3135
663,7,4342257.349383827,448093.6865405477,301,556,540,2608,1908,1009,459,704,728,1093,2012,2363,1929,1061,2679
664,7,4360983.066212702,578025.4734330727,1134,1488,1580,3930,3154,2019,693,1031,1087,1615,2759,3208,2954,1807,3594
665,7,4381615.569925435,483075.21771216526,804,962,1053,1863,1657,1091,394,573,704,872,1157,1338,1812,1171,1540
666,7,4363991.120743623,581755.8259936959,355,543,574,2326,1933,1179,445,624,672,976,1763,2162,2062,1292,2435
667,7,4377891.11690308,476686.1823849006,821,1039,1104,2480,2459,1568,452,723,814,1118,1809,2081,2642,1628,2378
668,7,4399561.2472715955,452978.5214279971,470,645,598,2845,1800,986,387,588,596,887,1791,2177,1959,1129,2465
669,7,4396033.304226457,449835.89075627236,652,905,850,3166,1756,935,337,589,613,954,1931,2365,1840,993,2638
670,7,4323000.933607536,462252.90273984714,505,738,901,2333,2658,1824,992,1236,1428,1593,2151,2498,2704,1896,2751
671,7,4338699.859204894,510768.75763307634,1408,2065,2551,3397,4227,4000,1704,2294,2770,2935,3181,3359,3938,3705,3511
672,7,4316973.260927029,462088.4786648184,472,747,847,2644,2377,1602,507,728,783,1133,1964,2346,2157,1360,2657
673,7,4314998.812046623,444485.29285940976,428,762,772,3265,2575,1448,971,1256,1272,1731,2787,3177,2523,1455,3511
674,7,4367593.878168511,428833.510683775,612,814,807,2549,1928,1191,423,624,654,972,1691,2002,2079,1255,2270
675,7,4378556.2146903165,406564.94969859987,1056,1308,1523,2923,2756,1928,1014,1277,1494,1728,2303,2611,2840,1968,2890
676,7,4341548.7666599965,439437.9783922851,304,503,468,2767,1692,925,401,609,571,909,2003,2439,1738,955,2745
677,7,4294874.154337403,434261.28957922186,395,561,604,1886,1931,1296,711,911,1002,1239,1844,2131,2186,1503,2377
678,7,4391415.260795702,421006.72674787237,879,1039,1097,2233,2139,1490,849,1032,1131,1366,1808,2019,2309,1615,2254
679,7,4283257.517457371,709048.2744799119,383,563,562,2330,1976,1126,545,772,801,1118,2033,2413,2215,1266,2727
680,7,4276420.706526122,658069.2341238189,373,565,563,2299,2096,1233,536,727,759,1047,1845,2182,2167,1298,2495
681,7,4341342.870252192,561194.1769290471,319,536,489,2674,1926,1025,461,666,692,1006,1876,2253,2067,1172,2599
682,7,4284511.665666701,609423.6036868921,432,704,702,2786,2116,1293,573,837,869,1198,2223,2687,2154,1280,2989
683,7,4280347.5984787,663921.6014993752,329,559,511,2753,2115,1165,319,574,556,958,2024,2472,2057,1152,2788
684,7,4382714.487792763,488834.29964318016,615,804,795,2690,1930,1156,252,442,465,810,1661,2039,1914,1084,2312
685,7,4314777.660652213,528083.5945009488,340,584,517,2833,2243,1196,425,676,631,1070,2158,2551,2194,1191,2923
686,7,4276679.946351398,531040.348558765,310,579,524,2597,1684,957,211,449,398,790,1865,2312,1658,905,2575
687,7,4352274.25997357,453748.84407580853,593,867,849,3131,2028,1160,258,547,569,990,2038,2478,2094,1185,2833
688,7,4314303.941582139,534793.1252468014,398,628,610,2481,2260,1268,343,569,559,939,1815,2143,2173,1208,2466
689,7,4340414.003986417,420772.0591274846,1003,1206,1321,2570,2142,1533,1007,1237,1440,1603,1990,2241,2400,1730,2439
690,7,4291626.383422996,703525.0690184152,366,608,560,2586,2073,1162,493,749,703,1082,2127,2489,1998,1093,2779
691,7,4368007.57862591,539664.2504562426,363,610,572,2676,2005,1169,407,649,625,1053,2046,2449,2057,1231,2749
692,7,4343711.244648047,479520.5324706568,392,568,538,2794,1837,991,234,411,401,704,1729,2212,1875,1011,2515
693,7,4327977.627083625,587302.3535348623,271,466,389,2693,1632,832,361,556,536,901,1914,2352,1830,1002,2653
694,7,4391198.91591173,477933.4093058471,1187,1400,1436,3330,2348,1409,383,682,770,1105,1988,2348,2319,1321,2687
695,7,4381001.780462202,441958.99355568714,897,1179,1298,3168,2451,1519,767,1087,1275,1625,2470,2890,2822,1783,3223
696,7,4314181.470499948,534910.3622644527,389,648,630,2560,2285,1313,406,639,619,1013,1925,2272,2175,1202,2597
697,7,4304497.745536288,568770.0574427191,255,493,441,282,150,131,639,879,822,1020,963,1035,602,415,982
698,7,4359138.94811512,483258.9286043086,763,959,927,2550,2147,1330,290,513,536,867,1588,1845,2172,1302,2113
699,7,4342115.956465621,589570.5690324791,287,552,409,3039,1666,827,533,760,634,1036,2104,2467,1417,736,2603
700,8,4205969.814948131,623055.032348698,332,583,612,2723,2307,1298,321,578,638,1028,2011,2417,2324,1305,2782
701,8,4311107.318942583,517000.1182282506,352,598,595,2587,2158,1266,380,631,688,1018,1882,2239,2215,1331,2532
702,8,4254438.427168374,612309.1928315657,351,739,688,3415,2355,1312,510,870,821,1352,2649,3101,2350,1301,3442
703,8,4346580.138570714,407219.8704582753,391,687,646,3307,2304,1275,827,1072,1060,1484,2522,2934,2256,1299,3295
704,8,4368667.003811715,600168.2142450418,708,906,944,2706,2336,1460,566,763,797,1143,1938,2268,2300,1376,2565
705,8,4387732.413944964,507226.31241277535,903,1203,1192,3637,2336,1302,816,1130,1101,1600,2861,3325,2328,1277,3680
706,8,4255526.515225484,597012.8870989254,437,721,776,3035,2699,1577,657,936,1040,1404,2236,2589,2586,1561,2931
707,8,4246724.363481333,515747.44783709774,353,630,641,2903,2287,1263,318,586,601,1028,2122,2525,2320,1268,2906
708,8,4194199.9582092627,626039.5858088979,270,494,519,2617,2152,1177,255,539,612,958,1998,2424,2395,1347,2838
709,8,4203928.694488612,562390.6245082938,371,655,655,3018,2468,1377,378,652,660,1088,2104,2480,2436,1351,2863
710,8,4319198.676273613,514806.586431458,355,664,613,3154,2151,1171,503,821,823,1257,2419,2885,2261,1276,3216
711,8,4377458.841344582,531941.2764270749,500,772,755,2943,2195,1253,395,622,599,1046,1969,2311,1917,1112,2593
712,8,4191049.9602213423,537677.5287106361,429,729,797,2847,2689,1656,406,700,798,1209,2146,2517,2835,1711,2876
713,8,4301144.380650221,402259.889292794,396,667,670,2813,2299,1291,726,978,1010,1395,2323,2674,2292,1300,3020
714,8,4385373.96932277,413723.00706179463,610,883,846,2870,2025,1150,611,858,844,1194,2120,2447,2027,1149,2737
715,8,4227526.493352175,545759.3097581606,298,592,529,3164,2378,1296,326,595,581,1027,2159,2591,2353,1306,2995
716,8,4230917.923835786,581528.3732123849,312,510,499,2150,1776,1059,433,628,637,943,1696,1984,1848,1083,2230
717,8,4290861.351552985,503838.1113705438,407,769,714,3879,2516,1326,572,916,872,1411,2838,3392,2540,1358,3821
718,8,4248206.943799925,557391.5178838997,677,1020,1139,2479,2507,1754,915,1265,1402,1553,2261,2549,2685,1803,2829
719,8,4245630.164298863,528103.2132258071,500,820,926,2981,2959,1753,551,853,951,1385,2281,2637,2839,1640,3010
720,8,4202293.508171779,578911.0204863318,279,553,473,2894,1864,987,309,584,528,980,2173,2581,1956,1054,2904
721,8,4214449.577401994,548762.1448558853,449,767,873,3111,2966,1697,457,745,843,1285,2285,2679,2818,1563,3096
722,8,4313036.380953388,459689.3826303864,605,794,741,1572,600,347,566,793,710,930,1388,1547,969,536,1608
723,8,4213040.867154115,564653.236040377,468,839,924,2600,2542,1596,405,723,800,1169,1916,2236,2466,1491,2481
724,8,4240185.624048326,550559.3940354794,401,720,786,2900,2423,1447,476,773,871,1233,2148,2507,2495,1494,2857
725,8,4381763.1050845655,467877.30895423156,743,994,1005,3149,1963,1075,454,684,728,1145,2079,2452,1966,1091,2768
726,8,4290322.541267123,582433.6071751543,367,636,605,2995,2262,1230,760,1040,1068,1415,2445,2831,2418,1350,3157
727,8,4248346.377632367,544126.2237576802,369,645,646,2852,2233,1276,479,762,788,1182,2177,2574,2392,1365,2958
728,8,4190403.815705099,549018.1068115401,298,517,466,2784,1872,988,215,402,392,769,1638,1986,1858,1016,2283
729,8,4344323.32318046,521156.7249649384,448,743,787,2300,2130,1427,729,1001,1071,1373,2120,2439,2225,1480,2702
730,8,4305998.485545424,588812.087837325,451,772,723,3797,2573,1412,866,1168,1170,1585,2921,3514,2494,1400,3909
731,8,4332789.127927697,422220.9321256868,595,853,795,3323,2334,1354,445,733,738,1191,2218,2606,2377,1380,2974
732,8,4381900.651027148,512217.40321665717,642,962,958,3148,2206,1239,612,932,923,1374,2495,2938,2224,1235,3296
733,8,4226390.953175492,704869.5742669533,239,480,405,2696,1752,932,244,490,454,829,1883,2295,1864,1021,2624
734,8,4311510.9378824085,563905.2749221694,382,641,641,3134,2355,1241,458,687,698,1154,2308,2767,2209,1158,3148
735,8,4279023.243362808,585586.2056765632,393,683,706,2700,2231,1329,570,850,898,1290,2294,2691,2498,1454,3043
736,8,4259808.391133824,544373.3788242114,396,672,676,2963,2086,1204,429,709,699,1085,2195,2647,2106,1193,2991
737,8,4249744.091847986,572225.71231169,339,640,598,3197,2404,1332,649,921,891,1350,2559,3029,2584,1427,3418
738,8,4239819.062264618,596599.9029378435,329,575,567,2745,2179,1243,424,665,678,1086,2018,2379,2146,1241,2704
739,8,4260284.484585983,562778.2663446692,372,605,677,2273,2343,1450,467,694,794,1082,1777,2070,2380,1454,2407
740,8,4194033.819298192,523776.5170700245,469,806,904,3043,2818,1738,463,797,901,1330,2321,2710,2821,1691,3080
741,8,4191928.427242747,628420.8573980964,309,540,558,2741,2244,1214,295,542,610,1014,2039,2464,2426,1337,2869
742,8,4371307.146441534,563998.4445131829,392,679,711,2688,2297,1294,601,861,954,1329,2129,2473,2341,1333,2811
743,8,4266912.297978546,616495.9961709921,370,541,457,873,703,466,343,484,419,554,737,828,822,504,904
744,8,4226538.63692652,583841.7985030959,293,507,502,2363,1870,1043,385,613,608,998,1959,2330,2024,1123,2640
745,8,4237200.310841538,689333.8078274177,257,450,418,2491,1838,962,291,504,499,857,1891,2310,1942,1031,2660
746,8,4198607.237332337,623787.6940908144,333,611,628,2911,2307,1250,284,550,551,954,2067,2510,2255,1172,2882
747,8,4232175.372169545,577327.0541014663,460,771,837,2785,2707,1672,667,975,1050,1456,2343,2712,2860,1716,3068
748,8,4274205.4208112825,601368.1386186711,334,594,569,2714,1986,1101,565,853,821,1243,2347,2763,2089,1138,3099
749,8,4215071.079319128,652256.5695799257,366,717,674,3475,2438,1328,425,782,757,1254,2665,3188,2453,1335,3568
750,8,4192828.414896049,542642.9121125558,341,615,622,3147,2224,1164,333,600,622,1070,2206,2651,2332,1233,3043
751,8,4370234.200757966,572898.7337329101,593,820,761,3039,1779,951,478,731,715,1191,2275,2696,2012,1110,3050
752,8,4203237.929197921,525920.9795017841,428,665,759,2482,2241,1400,354,582,686,1058,1870,2223,2363,1440,2578
753,8,4214080.569188655,595772.9038449675,464,863,986,2881,2819,1774,424,760,877,1322,2250,2642,2790,1709,2961
754,8,4370548.767248795,445405.79740305187,635,841,796,3287,2121,1138,275,523,487,951,2107,2560,2218,1193,2906
755,8,4216248.348732239,547274.8776861951,440,751,848,2866,2888,1677,478,791,907,1357,2251,2593,2890,1657,2977
756,8,4323031.808726074,552551.0820737749,376,668,603,3407,2313,1216,502,783,779,1231,2446,2927,2317,1252,3321
757,8,4370657.69556736,556042.7756241122,455,737,807,2870,2378,1475,846,1122,1195,1548,2476,2917,2336,1450,3224
758,8,4251063.31711689,647319.8769247918,324,596,578,2863,2216,1182,397,671,714,1109,2068,2444,2110,1151,2782
759,8,4248269.612554004,619747.0580679423,335,599,600,2037,1595,926,396,643,657,983,1570,1851,1630,907,2071
760,8,4243109.71358557,564711.0606839473,432,743,769,3105,2681,1587,492,824,845,1307,2460,2893,2757,1580,3293
761,8,4211598.58528451,509193.7836547933,336,549,616,2461,2202,1261,421,656,781,1067,1817,2153,2409,1395,2524
762,8,4216579.340807922,576219.6880724605,351,641,683,2745,2339,1299,393,645,721,1091,1961,2331,2358,1306,2684
763,8,4273927.488657644,553915.377177636,400,645,672,2523,2391,1500,397,667,720,1123,2054,2402,2613,1614,2741
764,8,4241087.176625079,587157.1861610174,361,627,647,2982,2386,1337,568,832,863,1247,2328,2773,2397,1336,3144
765,8,4194841.000897715,527468.4081101392,383,662,705,2918,2610,1486,303,589,647,1105,2155,2534,2744,1518,2910
766,8,4352411.613048729,520053.42246504955,732,967,1020,2817,2313,1352,586,850,874,1329,2307,2686,2430,1417,3028
767,8,4342722.773102056,529707.3304862564,411,772,755,2722,2224,1281,943,1293,1332,1694,2595,2960,2342,1403,3290
768,8,4227023.22252223,556347.0524410236,401,715,805,2649,2622,1559,353,602,667,1102,1916,2232,2488,1423,2579
769,8,4323672.957590869,552965.3987354306,664,1007,997,3554,2302,1347,767,1062,1071,1544,2775,3230,2237,1275,3550
770,8,4295605.115129282,667619.2054229783,337,541,549,2634,2038,1115,496,727,759,1180,2220,2655,2193,1212,3040
771,8,4221748.742095427,541362.1850300984,358,665,654,2974,2463,1377,433,716,740,1165,2168,2531,2481,1371,2898
772,8,4193830.212031113,648997.235973872,389,698,747,2931,2442,1375,334,663,702,1174,2276,2671,2501,1396,3036
773,8,4354815.929596622,417453.5415251487,988,1227,1332,2587,2247,1588,451,701,844,1144,1736,2003,2710,1910,2314
774,8,4198662.102029322,503808.6220454898,392,631,685,2814,2449,1427,336,581,649,1036,1973,2361,2403,1358,2763
775,8,4357721.914737483,408309.41989319137,387,748,737,3438,2463,1320,640,967,970,1474,2631,3077,2438,1326,3448
776,8,4232509.542912734,568339.3809072353,402,732,739,3519,2420,1349,560,870,857,1347,2657,3218,2457,1314,3602
777,8,4215992.35592192,546903.0759622229,400,711,758,2942,2731,1575,400,693,772,1187,2126,2482,2689,1519,2868
778,8,4339060.472766139,598227.4869732299,456,768,740,3001,2565,1449,983,1290,1266,1729,2761,3139,2481,1396,3460
779,8,4190902.053486089,637751.2311117575,372,656,738,2553,2287,1404,361,639,785,1087,1802,2118,2388,1493,2435
780,8,4192129.7722365595,526744.8685303661,406,678,677,2949,2389,1410,371,657,666,1067,2124,2524,2457,1438,2877
781,8,4292783.811458261,573817.7231063568,614,955,916,1999,1333,790,426,729,635,847,1198,1378,1158,658,1482
782,8,4260302.012340362,561233.7246657166,311,529,499,2516,2078,1179,277,488,444,828,1798,2140,1958,1075,2450
783,8,4247516.985953617,602421.8892061578,450,802,751,3932,2628,1426,612,953,940,1431,2852,3462,2486,1354,3835
784,8,4271558.868629568,534268.7868792688,371,620,582,3126,2170,1172,344,563,548,977,2111,2587,2211,1199,2928
785,8,4375794.390759139,518411.32193498145,738,897,958,1921,1316,813,353,534,591,834,1237,1428,1290,786,1608
786,8,4395706.498402331,502183.2518435498,715,964,922,3210,2110,1143,666,941,910,1337,2438,2810,2222,1206,3145
787,8,4295907.629159575,594245.6882654171,385,627,665,2434,2202,1289,373,585,607,985,1711,1995,1936,1118,2272
788,8,4398842.362892799,535472.2853950885,990,1388,1371,4201,2489,1372,847,1245,1211,1804,3101,3569,2517,1389,3974
789,8,4365204.020941276,418881.7366800571,726,957,936,2823,2019,1303,716,973,996,1356,2304,2682,2094,1332,2966
790,8,4313036.037342112,494040.50288074784,285,561,514,2668,1841,1019,389,662,661,1079,2116,2523,2030,1155,2841
791,8,4319883.045279641,467877.3115770609,488,789,778,1526,1234,885,590,826,814,1087,1391,1531,1311,921,1616
792,8,4215841.069617302,547958.6039439463,682,1098,1152,2770,2461,1658,660,990,1015,1506,2284,2580,2469,1629,2830
793,8,4235710.389461604,679527.0836305125,579,986,1159,1766,1730,1158,788,1303,1546,1577,1865,2058,1880,1259,2117
794,8,4205431.331051384,585132.3435838156,430,768,838,3004,2705,1599,370,685,753,1194,2192,2599,2736,1583,2975
795,8,4281516.786288042,628900.660304015,310,535,537,2700,2064,1122,411,619,636,1045,2056,2507,2139,1142,2853
796,8,4221600.807255033,546174.6225280567,328,573,579,3177,2394,1284,318,561,534,950,2187,2682,2223,1148,3102
797,8,4313931.036195506,566406.1389178464,358,604,566,2664,2030,1067,464,718,749,1179,2108,2436,2161,1186,2772
798,8,4370052.050085175,465015.3474349773,881,1191,1130,3782,2409,1323,356,682,636,1150,2556,3086,2624,1418,3495
799,8,4260031.387399602,677334.8560589651,825,1203,1386,2788,3179,2407,1050,1362,1544,1671,2221,2500,2867,2221,2824
800,9,4274639.825930663,520099.0790614877,494,689,580,1656,918,502,321,529,418,694,1472,1689,1053,547,1792
801,9,4389800.908863323,498026.31900188106,695,899,914,3124,2264,1382,323,564,621,978,1953,2391,2322,1435,2718
802,9,4380902.296459879,468788.3057955144,970,1203,1249,3166,2614,1641,673,903,1042,1302,2087,2474,2752,1798,2793
803,9,4360427.281591459,414849.30838270177,530,841,924,3350,2822,1875,779,1065,1139,1520,2594,3151,2788,1804,3443
804,9,4297652.403814693,681744.8196003714,541,868,1071,2781,2786,1798,799,1181,1421,1802,2547,2867,2907,1948,3200
805,9,4363816.087522382,533866.542917326,802,1041,1130,3132,2654,1729,705,953,1006,1315,2384,2878,2466,1539,3195
806,9,4289929.898394149,510896.78446234943,598,921,1111,2955,2993,2091,556,840,1004,1303,2118,2593,2692,1830,2891
807,9,4231026.123592602,566322.3656307687,386,680,734,2810,2220,1365,507,772,812,1213,2307,2806,2257,1323,3121
808,9,4363847.993312696,519299.90582182544,826,1061,1233,2613,2509,1730,894,1117,1285,1506,2276,2712,2620,1801,3010
809,9,4327336.616085736,422649.89030089433,1089,1342,1579,2920,3027,2267,1301,1548,1766,1950,2424,2788,2823,2049,3023
810,9,4379231.995197366,596808.4034709835,1046,1282,1426,3160,2795,1972,932,1214,1394,1665,2385,2760,2915,2037,3064
811,9,4383575.447886711,567206.0229623604,923,1203,1237,3229,2290,1393,829,1143,1209,1605,2514,2885,2413,1488,3194
812,9,4308383.990971389,428972.87418802234,1018,1254,1365,3076,2854,2069,984,1229,1334,1608,2361,2745,2782,1956,2989
813,9,4391750.027916553,476467.34607527015,920,1061,1032,2099,1187,753,237,449,420,675,1075,1241,1015,578,1340
814,9,4324904.182817169,476490.62203637476,624,749,684,879,348,247,214,379,332,444,526,601,573,350,609
815,9,4350601.000367178,504578.8424441667,358,566,607,1415,1350,995,509,691,741,959,1262,1416,1335,987,1521
816,9,4316043.596347826,471873.05234664655,359,591,585,2509,1940,1206,286,479,474,786,1622,1976,1776,1040,2210
817,9,4346418.548312464,463251.9165140715,464,752,843,1054,963,755,462,700,778,879,869,967,949,756,970
818,9,4323897.931655623,452588.568350377,354,602,594,3146,2145,1246,477,694,719,1102,2161,2628,2118,1269,2924
819,9,4314968.2558124885,440727.96333325375,337,552,550,2498,1956,1217,412,605,582,969,1832,2200,1922,1212,2432
820,9,4356603.558172312,488326.0022014604,556,854,968,3229,2843,1820,573,874,1090,1386,2220,2640,2997,1973,2974
821,9,4283719.905671892,707486.9177785835,306,417,414,555,603,437,563,688,705,813,929,1017,808,564,1045
822,9,4355548.205857262,450765.377257864,250,442,449,1362,934,547,161,315,360,621,930,1101,1036,618,1240
823,9,4359456.152786242,527760.3620998363,747,1010,1062,2841,2405,1501,613,897,969,1348,2189,2537,2485,1550,2845
824,9,4345684.321596281,444024.63086647174,886,1119,1215,2967,2450,1726,937,1190,1371,1530,2125,2477,2524,1858,2747
825,9,4358041.629603146,511935.5483771539,992,1261,1364,3491,2411,1496,446,757,870,1241,2368,2928,2551,1547,3276
826,9,4349110.736929587,517221.54058752593,640,930,1063,2925,2673,1801,534,843,946,1316,2292,2751,2682,1738,3094
827,9,4388365.285194635,417818.2616564718,496,581,586,1670,1601,1069,609,750,824,1035,1560,1801,1883,1280,1976
828,9,4360497.286968098,492146.458020331,1010,1258,1253,3250,2298,1382,385,687,729,1154,2095,2472,2478,1457,2854
829,9,4357572.196972609,498291.3571009119,833,1014,1080,925,148,121,751,950,1001,1109,980,1026,367,293,910
830,9,4396986.002713188,456407.85544995277,964,1270,1240,3728,2321,1278,524,831,851,1274,2400,2834,2383,1332,3182
831,9,4353302.1769404905,460778.7490910185,417,673,766,408,132,120,377,601,656,747,597,661,261,210,530
832,9,4361351.173335891,443926.4663038474,1078,1284,1430,3051,2911,2102,775,1013,1175,1415,1979,2282,2769,1975,2555
833,9,4268961.248810637,676922.7489083777,381,651,660,2470,1669,981,498,757,797,1074,1909,2314,1624,994,2566
834,9,4369148.50511314,547060.2123657052,1171,1447,1670,3103,2979,2228,987,1310,1584,1819,2336,2636,3092,2329,2911
835,9,4280460.214574237,503866.8752167341,307,512,485,2449,1950,1148,342,573,570,938,1964,2414,2188,1281,2744
836,9,4395744.857196351,442952.2373826414,1008,1207,1361,2766,2491,1847,912,1138,1355,1592,2008,2257,2717,2016,2531
837,9,4334228.400646581,508323.0103092275,378,644,638,2417,1851,1077,387,648,648,1088,2024,2407,2002,1194,2692
838,9,4356317.408670862,587811.5947774868,406,708,707,1725,1400,835,635,927,912,1216,1668,1868,1632,975,1990
839,9,4307923.781136574,497904.7006143678,473,733,784,2631,2149,1382,328,579,610,971,1853,2256,2142,1335,2563
840,9,4360513.317692275,484938.7352042226,1019,1254,1384,2974,2555,1909,576,872,1049,1308,1949,2325,2734,2034,2598
841,9,4273732.335105977,660498.6212085945,408,739,692,3147,2252,1229,555,872,820,1304,2498,2946,2277,1234,3288
842,9,4280329.265004838,651618.3317824567,485,795,838,3409,2670,1575,780,1090,1178,1551,2625,3101,2518,1525,3446
843,9,4357326.187434975,471812.43034486653,626,936,1145,2785,2922,2185,538,859,1093,1296,1938,2344,2693,1903,2616
844,9,4321877.867858827,451614.487060229,659,884,946,2833,2078,1281,776,1005,1131,1418,2185,2579,2389,1542,2868
845,9,4349817.247981938,476234.3571404602,536,824,802,2510,1606,958,297,547,579,839,1414,1665,1432,851,1826
846,9,4315483.315980913,414964.5539523003,543,828,937,2759,2689,1920,923,1167,1245,1522,2375,2861,2417,1642,3095
847,9,4339378.290652984,489830.5507796454,434,702,782,2684,2416,1638,603,848,971,1213,1991,2453,2453,1672,2733
848,9,4377420.897493922,506168.08940179495,1017,1209,1317,3058,2619,1854,864,1104,1261,1503,2239,2643,2725,1950,2947
849,9,4310032.272531025,521024.6730407137,475,761,772,3228,2475,1537,675,967,1006,1389,2397,2817,2392,1505,3133
850,9,4360774.364596329,482281.91495149594,850,1108,1117,2606,1736,1058,319,589,630,976,1616,1882,1906,1126,2114
851,9,4386342.322111174,482107.1780622126,916,1061,1061,1768,1195,775,327,502,521,700,957,1090,1038,654,1152
852,9,4340078.661346819,433271.5689353635,942,1190,1315,2560,2284,1687,856,1086,1243,1467,1881,2158,2350,1690,2367
853,9,4339904.738104326,401216.7731233344,507,750,739,2022,1250,739,527,729,745,965,1419,1672,1487,909,1839
854,9,4352945.217981325,514315.9347166048,367,561,608,1674,1445,883,299,483,547,813,1354,1618,1564,938,1850
855,9,4328754.059149467,421999.1326157249,1330,1533,1661,3166,2446,1770,1193,1499,1716,1897,2567,2974,2879,2020,3244
856,9,4336595.356776777,529874.2514644251,677,880,905,2686,1853,1180,722,962,1026,1284,2164,2665,2042,1273,2945
857,9,4339256.012059233,433911.30357092625,458,777,793,3503,2582,1520,673,950,980,1427,2551,3051,2514,1508,3377
858,9,4358106.045567219,497369.64591266686,809,1015,1089,996,170,130,358,572,636,780,700,766,201,142,638
859,9,4266837.278696558,678370.2788854754,403,650,658,2801,2360,1390,529,788,829,1268,2317,2754,2467,1466,3093
860,9,4356972.72931444,498453.7847405312,825,995,1068,879,104,101,692,893,955,1074,986,1044,389,303,944
861,9,4265073.638660373,661798.0782199015,365,597,602,2817,2186,1255,425,664,667,1166,2236,2659,2322,1350,2979
862,9,4349099.351264803,602424.1510616674,613,885,917,2817,1792,1030,707,944,982,1264,2047,2424,1524,864,2605
863,9,4355809.898838318,493782.41860902956,573,799,809,1789,1228,755,289,522,558,805,1289,1524,1402,862,1724
864,9,4335078.121922199,418448.0691154955,860,1067,1091,2593,1958,1332,825,1030,1103,1341,1916,2153,2203,1499,2388
865,9,4338292.131265516,517237.5200208973,836,1167,1367,3280,2927,2022,1081,1398,1559,1889,2784,3275,2740,1860,3543
866,9,4278234.494809085,597861.3972870187,428,664,706,2279,2220,1484,610,857,933,1270,1966,2270,2260,1509,2526
867,9,4257593.4276346285,579870.1059264101,281,470,484,490,675,552,378,588,653,707,769,863,1222,943,911
868,9,4309176.289987023,588883.3115909711,672,945,1164,2660,3219,2238,1112,1376,1552,1838,2651,3095,2981,1965,3421
869,9,4287780.9720831085,505435.4095404138,409,705,773,3085,2242,1330,424,701,769,1141,2308,2865,2195,1264,3198
870,9,4356699.263355217,497687.80664896755,744,918,953,865,138,109,536,730,754,885,814,866,256,190,762
871,9,4307340.666282604,522543.6691762363,587,816,847,2510,2152,1428,539,789,820,1241,2130,2510,2302,1476,2787
872,9,4298461.558320801,666528.2032082108,262,486,466,2003,1545,908,391,613,623,918,1607,1898,1681,1012,2118
873,9,4335605.132632714,496493.82856886846,537,803,817,2880,2225,1366,566,839,866,1237,2223,2630,2216,1343,2942
874,9,4348132.105566737,463579.89878391655,417,648,640,559,576,454,375,601,585,730,717,803,799,572,784
875,9,4309713.963354426,414141.23334893887,1016,1253,1395,3063,2677,1838,948,1207,1350,1609,2365,2785,2596,1735,3063
876,9,4344582.175753372,504112.65367558144,1224,1526,1788,3682,3295,2361,906,1217,1460,1782,2699,3206,3246,2272,3577
877,9,4290585.903389379,703522.3689528957,433,676,740,2621,2228,1359,640,968,1076,1477,2305,2661,2468,1624,2958
878,9,4386606.755576859,482206.5578337775,933,1087,1074,1550,795,533,331,511,510,670,812,902,630,371,889
879,9,4338236.003188306,495033.7838364491,693,833,806,1176,611,411,586,743,729,892,1106,1245,834,572,1290
880,9,4360390.7820263235,485055.9318030273,1033,1248,1401,2871,2544,1932,680,939,1165,1359,1860,2212,2679,2021,2475
881,9,4392251.091940381,476604.65378612897,1017,1184,1150,2448,1650,1023,230,437,442,703,1233,1434,1346,769,1600
882,9,4333507.447919511,512419.2137596841,544,882,1010,3212,2765,1850,1095,1397,1598,1885,2749,3189,2754,1928,3490
883,9,4349656.968479935,570243.6363955623,1059,1331,1445,3706,2810,1823,1320,1611,1807,2103,3032,3489,2992,1988,3823
884,9,4332152.246610422,400116.35976965877,1019,1219,1273,3038,2424,1769,1301,1550,1623,1882,2612,2931,2444,1788,3191
885,9,4326640.19430312,431533.40472977364,1104,1386,1560,3700,3117,2064,1148,1450,1669,2017,2795,3211,3196,2118,3549
886,9,4341173.627832571,424007.64256612334,727,856,892,1055,811,587,284,466,495,646,724,829,967,635,865
887,9,4377342.921561735,540568.6556849406,633,737,687,887,231,167,303,418,374,557,700,770,336,211,725
888,9,4321080.053784006,567816.2137706669,592,902,1030,3006,2929,2050,823,1095,1181,1554,2470,2862,2603,1721,3191
