ID,LTPC,Northing,Easting,L30_B02,L30_B03,L30_B04,L30_B05,L30_B06,L30_B07,S30_B02,S30_B03,S30_B04,S30_B05,S30_B06,S30_B07,S30_B11,S30_B12,S30_B8A
424,5,4265601.534547844,672966.8558779593,477,832,895,2818,2432,1602,675,982,1050,1464,2358,2700,2339,1543,2937
425,5,4380538.367629626,552724.0236720467,257,459,385,2455,1482,775,176,360,319,659,1645,2043,1455,744,2319
426,5,4394900.3153778585,423603.5599398399,716,961,931,2292,1650,1001,746,989,1021,1316,1979,2258,1921,1170,2510
427,5,4386133.331403084,516653.52394742717,653,927,970,3376,2551,1484,386,635,671,1151,2204,2660,2291,1310,3061
428,5,4355464.679376834,491499.75560189295,937,1150,1162,3245,2423,1509,404,661,731,1051,1998,2373,2462,1516,2718
429,5,4303550.976613069,528843.907567566,317,551,507,2426,1958,1094,428,653,617,990,1994,2365,1911,1057,2678
430,5,4234341.093540648,593030.5570398069,344,554,593,2480,2171,1292,513,750,855,1135,1837,2161,2302,1429,2496
431,5,4258491.790464022,509945.8521465247,584,847,873,2846,2077,1255,454,730,777,1143,2032,2403,2203,1298,2755
432,5,4300488.229970141,423960.86904884095,806,1038,1121,2639,2404,1594,705,948,1057,1315,1952,2230,2379,1603,2500
433,5,4345525.40972336,408609.29712996015,972,1268,1335,2908,2277,1571,1108,1380,1489,1752,2323,2566,2298,1627,2777
434,5,4265309.093832755,672806.0005316696,825,1172,1279,2763,2734,2069,943,1299,1455,1725,2391,2659,2599,1913,2862
435,5,4346679.594600134,408768.0037563658,1480,1651,1703,2683,1498,1114,1123,1386,1512,1631,2001,2158,1990,1583,2280
436,5,4346670.0795427775,408131.5605288324,2473,3029,3438,3934,3839,3399,3762,4108,4302,4444,4588,4652,2650,2356,4699
437,5,4207470.682774098,530298.7889105094,390,661,767,2085,2194,1393,379,642,752,1046,1682,1953,2216,1370,2217
438,5,4369025.8897145465,423034.4105840099,875,1147,1136,3551,2237,1231,858,1167,1156,1620,2723,3108,2415,1348,3463
439,5,4356605.6612998005,506468.034978836,731,1093,1129,3786,2899,1635,719,1067,1072,1615,2867,3331,2812,1582,3736
440,5,4327032.531495142,565583.2075523447,410,678,752,2875,2417,1481,496,735,790,1152,2156,2625,2275,1335,2995
441,5,4193389.506664693,501366.60546728404,434,652,830,2476,2967,1714,348,578,755,1072,1788,2116,2781,1570,2506
442,5,4393099.397878224,462792.8386930785,744,935,975,2804,2279,1459,830,1040,1202,1442,1973,2260,2502,1729,2563
443,5,4313497.870432637,602229.6181766608,356,651,605,3062,2206,1169,618,911,847,1221,2419,2822,1994,1037,3112
444,5,4354828.699366999,528429.7292301315,676,928,1006,3221,2230,1350,789,1053,1119,1473,2506,2996,2218,1345,3285
445,5,4216433.861565746,630785.1823962191,571,937,1191,2473,2805,2041,739,1095,1345,1647,2282,2589,2922,2109,2896
446,5,4358188.700292201,506216.0659686725,507,767,774,2884,2135,1185,564,864,893,1336,2458,2903,2459,1349,3281
447,5,4254688.077983077,671133.4083042066,293,487,468,2102,1477,865,352,580,613,946,1678,1985,1735,1063,2199
448,5,4365420.861748373,413921.3472666925,439,737,774,3162,2660,1517,685,961,1006,1423,2410,2813,2594,1483,3186
449,5,4271804.334521974,575751.0176123551,478,716,729,2251,2010,1318,475,681,709,1003,1647,1898,2021,1294,2157
450,5,4374201.531488695,447401.9607930392,1013,1266,1394,3285,2675,1725,667,951,1064,1432,2291,2662,2802,1793,3009
451,5,4239448.041243755,670857.9809165042,353,592,690,2863,2628,1515,550,828,956,1264,2251,2699,2567,1486,3128
452,5,4384724.373628009,550949.7733839011,690,944,935,3211,2277,1264,673,977,970,1384,2497,2919,2290,1271,3294
453,5,4334822.145275311,517004.8921637474,873,1206,1218,4227,2503,1442,783,1137,1147,1653,3084,3704,2627,1520,4098
454,5,4376723.275594067,415591.65372116934,1052,1294,1439,3196,2896,1977,1006,1263,1413,1714,2420,2741,2878,1969,3032
455,5,4326093.03198514,600480.2466906556,330,551,544,2591,1896,1078,345,590,583,978,2074,2556,2063,1153,2886
456,5,4347642.001659504,534044.8718863161,206,412,332,625,477,305,551,745,664,787,989,1109,740,446,1149
457,5,4389224.542494297,411365.00481023104,503,718,655,2769,1947,1101,605,827,804,1169,2052,2387,2001,1165,2667
458,5,4221029.152053738,650811.5636961695,226,403,332,2630,1685,828,177,420,346,765,2097,2597,1749,848,2952
459,5,4298350.65347937,564725.9350718124,377,700,631,2975,2175,1258,437,727,762,1200,2148,2486,2342,1395,2808
460,5,4279688.356613542,548223.061751219,259,460,391,2142,1348,726,191,371,313,622,1440,1724,1347,710,1970
461,5,4289506.936014372,671758.6064836378,328,586,597,2682,2032,1115,501,750,766,1126,2143,2549,1927,1052,2860
462,5,4212577.571465559,540067.2592299375,903,1556,2001,2855,4037,3109,860,1454,1903,2084,2589,2833,3699,2745,2972
463,5,4356960.564428892,407012.4182732907,852,1023,1045,3030,2148,1232,683,894,937,1308,2208,2586,2299,1314,2917
464,5,4390745.334790685,454449.289996122,905,1156,1261,2817,2453,1578,716,967,1067,1338,2085,2407,2457,1583,2700
465,5,4308462.060771365,449181.37753781595,617,956,1150,2943,3138,2161,1078,1400,1611,1871,2538,2901,2943,2054,3164
466,5,4198869.363657136,589829.5323239653,659,1026,1164,2885,3449,2363,508,819,932,1302,1949,2245,3006,2016,2633
467,5,4383492.731457386,406513.9027163965,619,867,840,2877,2232,1243,879,1158,1176,1574,2415,2751,2570,1497,3105
468,5,4265346.037143935,633928.9070553381,444,716,795,2670,2438,1555,675,937,1028,1291,2301,2799,2386,1463,3093
469,5,4237510.340543438,564167.5826252673,453,764,855,3233,2872,1737,542,843,928,1311,2326,2751,2801,1649,3163
470,5,4234289.026048329,642782.4846244431,274,543,435,1383,943,537,324,587,473,735,1094,1282,1046,579,1350
471,5,4341680.038680706,577470.691342727,937,1484,1387,894,178,153,1090,1624,1461,1740,1399,1468,389,292,1184
472,5,4367512.445424318,593104.6719787092,850,1036,1144,2624,2565,1555,593,830,982,1265,1880,2156,2601,1550,2507
473,5,4228522.804233754,625113.1863732171,434,758,785,3114,2490,1475,688,1018,1078,1541,2560,2968,2609,1556,3280
474,5,4352034.687690056,544907.5584228531,394,707,699,3142,2420,1301,743,1023,1052,1461,2449,2830,2310,1282,3192
475,5,4378786.680210318,438676.81284352863,767,1007,1039,3201,2407,1319,701,940,969,1386,2381,2770,2423,1304,3125
476,5,4395914.871372397,572020.206259401,808,1006,999,2876,2368,1486,674,902,922,1260,2155,2484,2398,1510,2793
477,5,4374190.0039517945,467662.82345614734,1437,1643,1773,3666,2553,1736,828,1092,1265,1489,2208,2689,2524,1740,2967
478,5,4374883.614317497,421104.7382547519,737,1006,1022,2935,2338,1379,704,945,1015,1352,2095,2387,2352,1392,2693
479,5,4352068.127093628,530249.3256459349,624,840,867,3236,2115,1251,807,1042,1080,1337,2340,2814,2038,1243,3098
480,5,4265820.039577775,510302.8561534165,229,415,369,1890,1312,736,148,332,286,670,1494,1796,1479,788,2062
481,5,4331652.556837222,601414.6641861371,497,749,845,2694,2653,1682,953,1224,1311,1598,2534,2934,2571,1580,3233
482,5,4221188.339447415,559613.2765277665,409,679,785,2679,2705,1682,520,817,940,1295,2119,2473,2760,1687,2852
483,5,4193244.831084444,637917.6278462544,340,658,741,1901,1567,981,282,584,657,998,1505,1752,1689,1071,1868
484,5,4265301.8569114795,673048.2080907963,442,727,749,2970,2519,1424,763,1095,1161,1583,2546,2930,2408,1406,3280
485,5,4382379.173089757,541123.4289802585,643,879,891,2774,2128,1239,587,820,877,1200,1887,2178,1993,1198,2464
486,5,4208240.613284181,520749.83533837734,256,441,415,2502,1918,986,207,413,482,829,1685,2034,1967,1052,2368
487,5,4205738.300219992,691718.6715887806,388,618,753,2160,2575,1632,462,728,877,1254,1896,2163,2744,1757,2450
488,5,4251938.910741937,550028.2308723256,375,660,668,2764,2169,1241,465,753,754,1169,2235,2640,2259,1245,2996
489,5,4233536.854489583,650970.5293646161,329,570,527,2769,1956,1080,417,671,656,1041,2072,2480,1946,1087,2811
490,5,4326153.257164965,567130.2521458722,790,1462,1433,969,497,305,1100,1701,1561,1725,1525,1609,736,430,1451
491,5,4225490.761913937,616319.4414203612,473,800,880,2898,2618,1647,624,962,1016,1468,2392,2742,2592,1583,3088
492,5,4338653.5483726915,581221.0626482192,623,1125,772,266,224,194,1001,1463,1064,1009,896,973,704,500,972
493,5,4211672.904264464,634904.7435009831,222,511,368,1253,717,351,343,644,504,833,1418,1599,957,514,1672
494,5,4350186.737173737,415334.1553963881,496,850,845,1949,1686,1116,740,1018,1168,1317,1812,2043,1938,1324,2231
495,5,4198594.791773062,590063.0842345322,282,512,491,863,641,403,255,471,462,669,850,983,970,604,1069
496,5,4314678.822423635,494729.5321589937,670,1073,1329,3225,3085,2210,594,963,1231,1532,2425,2903,2970,2064,3217
497,5,4395030.061359422,453376.7733678565,451,652,587,2480,1423,781,374,589,578,918,1726,2038,1652,940,2289
498,5,4374815.0931634335,444908.0864925062,727,966,941,3313,2225,1211,344,623,616,1067,2118,2538,2401,1337,2895
499,5,4380530.225469769,553965.4283549984,551,767,766,2459,1929,1187,483,709,738,1086,1914,2232,1979,1198,2515
500,6,4307431.238892897,429972.0292155046,846,1103,1158,3026,2378,1564,794,1055,1119,1423,2263,2629,2433,1598,2888
501,6,4387902.6546625495,585302.461992584,848,1139,1148,3443,2598,1466,668,967,1037,1462,2494,2969,2828,1607,3377
502,6,4350527.710013452,532986.4203602992,856,1150,1132,3679,2413,1405,860,1181,1139,1657,2870,3349,2406,1404,3691
503,6,4378670.882959619,506117.41776400345,976,1228,1280,3163,2535,1594,715,980,1059,1400,2273,2633,2546,1594,2944
504,6,4385897.680783837,495447.77397398476,859,1122,1125,3073,2361,1321,340,635,649,1062,1978,2310,2326,1272,2633
505,6,4261730.244832513,650388.2640677106,419,668,707,2906,2478,1472,637,926,1012,1337,2390,2820,2383,1428,3159
506,6,4385189.467966673,411112.32039197045,866,1079,1125,2945,2218,1294,790,1049,1122,1506,2360,2696,2533,1496,3018
507,6,4343574.8052399345,423267.7175036167,746,959,1011,3044,2409,1378,348,592,733,1064,1748,2089,2552,1466,2466
508,6,4399453.515049436,550481.1309541223,972,1254,1379,3031,2652,1574,775,1069,1183,1572,2382,2700,2636,1500,3046
509,6,4349877.052981954,524182.0667206213,754,1110,1184,3666,2635,1594,718,1058,1130,1597,2774,3278,2582,1549,3632
510,6,4196135.5211523315,573319.6443451406,484,794,923,2693,2783,1781,442,733,887,1210,1962,2316,2914,1834,2646
511,6,4323618.68173002,405837.29438595125,605,947,1109,2695,2932,1864,1175,1475,1632,1971,2564,2807,2736,1720,3100
512,6,4249500.170526228,589972.2382982945,428,700,764,3003,2558,1561,557,833,898,1340,2411,2855,2565,1524,3200
513,6,4381995.589414929,467097.4290849109,947,1155,1154,2815,2148,1193,566,799,858,1195,1870,2128,2451,1416,2420
514,6,4346620.918960731,562574.4101067135,1016,1301,1464,2999,2640,1897,1037,1337,1504,1781,2464,2769,2540,1793,3015
515,6,4227236.76385594,609709.4467617891,455,818,931,3145,2653,1503,559,896,995,1433,2402,2772,2589,1440,3136
516,6,4273671.563808205,641709.514195706,435,762,835,3078,2413,1441,834,1172,1255,1655,2848,3345,2467,1408,3707
517,6,4218783.215610778,572170.036517779,316,592,614,2354,1927,1104,355,595,643,965,1747,2039,1884,1047,2300
518,6,4342678.232147411,449833.84410549654,446,674,672,2674,1942,1100,424,651,700,1033,1861,2213,2131,1216,2560
519,6,4321958.779402154,519741.8239589584,552,888,990,3348,2837,1855,818,1126,1281,1664,2665,3163,2755,1817,3479
520,6,4259226.579488548,553655.4856982412,376,627,607,2721,2361,1393,436,709,651,1085,2265,2671,2373,1328,3025
521,6,4298354.948323941,568482.5248658597,404,648,728,2683,2387,1471,694,935,1055,1359,2276,2682,2416,1492,3007
522,6,4393946.966279197,518721.15855397435,923,1159,1274,3001,2549,1459,802,1043,1161,1508,2169,2456,2464,1423,2801
523,6,4390305.6192204,594343.0390046142,900,1172,1245,3455,2593,1648,573,876,955,1397,2580,3068,2655,1608,3447
524,6,4364767.244014885,463875.3258869651,852,1081,1099,3424,2303,1392,344,629,717,1041,2032,2494,2408,1460,2848
525,6,4393635.187304881,457086.69016856764,1346,1552,1542,3507,2158,1226,781,1033,1040,1404,2295,2605,2410,1403,2932
526,6,4358149.234057175,608890.9118799365,723,1057,1159,3038,2595,1635,1010,1339,1481,1871,2655,2977,2753,1761,3290
527,6,4359747.86979749,420339.969511923,401,643,707,2641,2152,1347,482,687,772,1026,1757,2132,2058,1311,2407
528,6,4301137.9091493115,426920.5406302346,376,604,613,2652,2247,1379,396,596,644,1001,1758,2075,2109,1303,2367
529,6,4315605.136880437,608234.5786372408,328,666,659,3048,2442,1363,874,1186,1179,1635,2657,3037,2018,1136,3334
530,6,4301630.859713664,495763.36733942945,425,761,824,2938,2560,1482,395,679,839,1195,1855,2164,2643,1568,2524
531,6,4362660.791370062,536646.1734862641,564,914,1089,2591,2862,1975,713,1012,1118,1482,2457,2891,2640,1702,3193
532,6,4371932.362527866,442058.5290859841,791,1070,1105,3083,2266,1283,588,902,1017,1381,2213,2550,2538,1470,2881
533,6,4347835.853805849,470203.56412236165,411,680,712,3022,2590,1410,475,733,801,1117,2000,2369,2387,1303,2761
534,6,4246645.728917495,580276.2269202925,404,764,746,3141,2362,1363,512,854,784,1340,2567,2987,2317,1252,3327
535,6,4394063.584569275,467124.18183667946,961,1242,1244,3828,2463,1364,438,764,846,1308,2439,2893,2709,1536,3286
536,6,4313644.037768967,527259.6152657631,603,825,884,3156,3856,2973,754,980,1083,1406,2191,2646,3623,2829,3285
537,6,4350493.916624019,598560.9797897241,489,780,886,3089,2650,1756,1057,1337,1476,1780,2652,3119,2659,1792,3417
538,6,4378748.844755358,570504.7769716365,980,1251,1336,3667,2677,1686,1097,1395,1576,1886,2835,3313,2878,1865,3648
539,6,4286374.858499979,678113.6763940656,660,1112,1226,3418,3214,2128,983,1360,1478,1972,2893,3251,2915,1890,3571
540,6,4366884.489829239,442833.7466885554,940,1216,1224,3407,2474,1495,623,935,944,1427,2522,2934,2530,1477,3280
541,6,4383393.4172690585,602755.3832491857,876,1191,1239,3537,2316,1339,689,1011,1030,1505,2674,3183,2263,1241,3532
542,6,4348960.924947489,561861.6489186789,1021,1263,1342,3225,2662,1927,1081,1349,1446,1736,2585,2986,2562,1818,3262
543,6,4310346.341001135,473506.73728416924,336,563,569,2599,2195,1241,254,470,499,860,1722,2106,2081,1168,2437
544,6,4192169.260847293,637125.4027057044,356,676,655,3136,2337,1285,296,595,587,1057,2174,2572,2303,1270,2936
545,6,4343535.397215585,532277.6433476015,652,940,938,3078,2395,1348,675,959,992,1376,2281,2631,2382,1344,2964
546,6,4315620.387924311,587089.7186959526,318,585,496,3284,1923,1011,524,823,807,1260,2609,3177,2131,1142,3537
547,6,4357939.612803632,562754.1490093191,896,1140,1176,2832,2449,1637,907,1166,1231,1554,2263,2509,2357,1599,2762
548,6,4314322.821258673,562329.1805285275,425,688,709,2632,2348,1324,615,895,983,1425,2272,2595,2640,1539,2943
549,6,4288009.759995444,506684.80615833396,399,734,696,3407,2456,1398,527,851,800,1338,2733,3241,2439,1344,3610
550,6,4314751.964386114,510604.60130839865,459,742,770,2697,2649,1569,769,1038,1075,1480,2295,2616,2567,1538,2946
551,6,4313099.355949161,569317.9296580852,403,658,667,2356,2283,1330,915,1165,1250,1538,2200,2433,2111,1282,2712
552,6,4351555.564733539,590961.6049638232,418,794,779,3170,2406,1328,577,938,983,1497,2562,2968,2658,1470,3335
553,6,4191744.408419891,637414.7412233751,331,654,531,3603,2225,1176,325,664,610,1158,2584,3027,2463,1386,3375
554,6,4298652.492912542,631325.7134777016,503,830,916,3184,2779,1746,981,1324,1469,1862,2816,3228,2866,1782,3571
555,6,4284927.6735681575,568325.0664106637,481,832,856,3412,2789,1647,482,785,821,1250,2358,2794,2714,1581,3167
556,6,4390985.294790568,402760.47400677996,605,915,826,3807,2281,1203,823,1141,1056,1564,3018,3494,2494,1341,3844
557,6,4382728.50783,493165.32333234826,879,1154,1179,3501,2397,1387,368,668,724,1121,2212,2649,2450,1395,2996
558,6,4258584.518014722,535851.30092405,514,901,932,3699,2590,1485,544,892,902,1403,2622,3110,2511,1395,3476
559,6,4287399.331315993,500485.27680267836,388,632,652,2580,2268,1395,324,578,542,994,2036,2417,2291,1351,2751
560,6,4311821.718444676,474796.3172405314,447,833,827,3439,2472,1424,665,1023,1042,1562,2752,3207,2623,1508,3575
561,6,4264555.989967397,672145.567531154,442,759,718,3633,2547,1377,713,1004,951,1409,2748,3217,2068,1112,3560
562,6,4343280.209861855,532844.9469483095,415,727,724,3093,2401,1319,670,970,1005,1403,2369,2737,2363,1320,3098
563,6,4378182.254857391,472122.58772501093,862,1067,1124,2911,2058,1266,352,588,756,1064,1787,2119,2391,1434,2466
564,6,4300492.48448069,455043.1023202027,365,623,634,2461,2150,1298,570,830,858,1215,2047,2389,2211,1355,2667
565,6,4297946.189282322,465200.1131734268,546,853,1002,2794,2962,2009,882,1165,1326,1625,2431,2795,2662,1773,3061
566,6,4277880.085768046,533563.0506436886,576,912,889,3526,2551,1471,564,884,864,1376,2645,3092,2513,1410,3467
567,6,4312842.301424002,422361.67058971163,919,1241,1242,3592,2550,1434,809,1145,1123,1650,2784,3181,2481,1376,3506
568,6,4259512.071284514,677803.1664955426,550,864,982,3266,2838,1840,879,1194,1307,1738,2867,3345,2679,1722,3680
569,6,4232936.497559572,571867.617923124,483,801,880,3025,2650,1717,608,905,940,1360,2629,3182,2480,1451,3497
570,6,4341511.982370765,562471.7502266306,425,675,725,2851,2489,1537,662,901,981,1320,2287,2720,2506,1553,3071
571,6,4375461.926690734,413188.11586719274,461,765,855,2769,2648,1787,963,1245,1380,1700,2422,2744,2762,1896,3059
572,6,4378498.76517465,452538.36450798844,638,860,836,2699,1823,1027,535,798,832,1167,1957,2255,2124,1269,2548
573,6,4365092.494944153,583668.7303220587,761,1203,1283,3723,3057,1940,921,1310,1388,1894,3014,3445,3033,1909,3801
574,6,4291273.401225912,475254.3549316182,370,587,571,2615,2176,1282,427,655,687,1013,1924,2296,2166,1296,2628
575,6,4325885.401930314,534104.4895562303,451,688,756,2591,2369,1578,522,732,781,1144,2080,2523,2249,1416,2843
576,6,4312818.136272453,469527.3439602323,441,690,826,2401,2650,1542,528,751,938,1171,1795,2103,2487,1449,2456
577,6,4279481.913492514,686985.8971749125,322,703,622,3409,2186,1132,603,988,931,1476,2850,3326,2272,1213,3684
578,6,4366512.360959622,423558.4737680721,926,1165,1252,2988,2517,1520,886,1130,1234,1576,2263,2523,2535,1510,2840
579,6,4260418.599976676,655467.5114624978,492,787,859,3125,2744,1633,734,1048,1146,1549,2571,3013,2767,1626,3368
580,6,4259264.786767275,533055.693961933,453,736,802,2908,2577,1633,470,717,792,1134,2108,2558,2592,1623,2884
581,6,4384882.66672762,487935.0972582076,622,829,852,2851,2277,1347,381,619,671,1007,1869,2231,2270,1345,2550
582,6,4367525.1804305,497460.82913810055,776,1087,1105,3432,2877,1681,423,753,751,1246,2407,2822,2810,1585,3199
583,6,4329318.044946134,417322.0011427507,1175,1449,1534,3480,2651,1792,1250,1545,1665,1974,2702,3010,2580,1734,3287
584,6,4362287.150035505,438747.2433079482,909,1156,1229,2765,2482,1508,601,840,941,1267,1846,2098,2447,1469,2378
585,6,4297752.559972027,566797.0630303473,601,913,1026,2589,2834,1817,649,949,1088,1448,2035,2304,2882,1844,2622
586,6,4306112.6552721225,548979.7913252311,294,538,494,2431,1768,970,277,506,465,851,1753,2116,1709,940,2386
587,6,4389873.451444955,453815.37128389784,906,1115,1046,3650,2090,1101,731,1008,973,1377,2629,3057,2241,1207,3402
588,6,4390876.610308833,546119.2185476011,957,1196,1296,2979,2768,1772,878,1147,1236,1588,2403,2699,2489,1525,3009
589,6,4336726.7580420505,409565.23867112806,966,1248,1274,3152,2493,1572,951,1203,1313,1660,2307,2585,2629,1705,2869
590,6,4289557.402859327,690064.0045083119,460,756,796,2810,2546,1531,762,1065,1148,1490,2371,2684,2415,1470,2992
591,6,4303889.863663563,504378.55848786194,318,573,496,3237,1930,1033,438,694,621,1057,2481,2989,2056,1109,3303
592,6,4383781.703989831,452800.3510788321,1028,1309,1440,3286,2538,1440,689,1005,1203,1557,2266,2576,2730,1564,2954
593,6,4295758.212028582,401539.82841640705,468,719,848,2230,2524,1748,741,979,1096,1459,2254,2601,2520,1664,2900
594,6,4279769.574661045,641540.5426676143,529,845,1033,2807,2658,1794,866,1191,1400,1754,2549,2922,2560,1702,3188
595,6,4302091.967917728,515438.0426419338,423,709,785,2735,2396,1337,533,803,918,1278,2107,2472,2431,1378,2825
596,6,4363902.049961602,438436.1640585554,902,1091,1118,2781,2190,1308,298,533,611,925,1617,1887,2286,1369,2159
597,6,4354124.732354366,525226.9784564157,772,1074,1220,2990,2702,1762,732,1033,1134,1543,2570,3031,2637,1653,3353
598,6,4264717.47384581,520991.7749743127,541,913,1019,3295,2965,1866,620,935,1013,1438,2389,2754,2494,1535,3063
599,6,4369431.252304109,474414.2357231699,971,1193,1309,2668,2609,1691,370,638,690,1099,1819,2091,2558,1538,2392
600,7,4398563.821122451,423389.69958355924,522,757,764,2870,2101,1276,393,620,667,1140,2040,2419,2283,1393,2717
601,7,4383634.224785894,442377.5393063642,416,629,586,2670,1755,1005,311,518,510,853,1725,2119,1870,1085,2385
602,7,4347842.318142115,471899.9364614432,979,1241,1237,3678,2702,1639,459,765,812,1244,2428,2868,2790,1663,3252
603,7,4365249.536140944,470311.69048409944,787,920,881,2810,1823,1094,309,549,563,924,1894,2306,2058,1237,2603
604,7,4388244.8269100655,478292.3050949588,749,928,886,2706,1859,1104,272,547,536,927,1817,2145,1836,1001,2431
605,7,4390987.803339143,450520.26488239225,634,825,788,3017,1854,1103,439,677,679,1104,2107,2524,2150,1300,2820
606,7,4377714.8376714615,476619.9226193388,643,836,876,2380,2265,1419,421,674,764,1014,1741,2051,2418,1485,2362
607,7,4391703.987129792,576580.232511415,701,908,965,2939,2323,1468,848,1065,1160,1397,2347,2805,2393,1522,3123
608,7,4388697.79756357,502926.9079606032,707,923,966,2870,2017,1154,726,998,1088,1374,2322,2773,2254,1300,3112
609,7,4386630.443806874,600889.3479898968,683,910,930,3105,2051,1180,690,962,1032,1323,2400,2885,2113,1199,3196
610,7,4321506.142689403,536387.2884265137,454,668,750,2286,2299,1546,707,909,1032,1272,1935,2265,2396,1613,2559
611,7,4323856.939805545,464340.3711846684,259,475,474,2392,1819,1130,270,473,470,836,1847,2285,1926,1119,2560
612,7,4297288.5188869005,470086.4299824385,280,488,426,2582,1616,900,409,570,584,896,1699,2054,1722,1029,2312
613,7,4373840.33579136,428703.2801605731,515,692,717,2429,2004,1268,343,510,550,922,1581,1878,2026,1242,2169
614,7,4314301.153008819,534883.910809007,483,721,707,2578,2247,1354,570,806,785,1167,2054,2359,2170,1309,2640
615,7,4353097.557254333,426666.54271902284,941,1179,1279,3302,2417,1537,940,1201,1372,1604,2434,2843,2609,1678,3179
616,7,4368652.887341221,479355.997388412,648,860,840,3252,2011,1155,367,628,706,1020,2042,2529,2111,1269,2814
617,7,4313727.7816859605,535168.4303098583,362,614,581,2241,2121,1175,334,589,587,957,1747,2051,2188,1207,2377
618,7,4385307.92759688,433618.8379483913,835,1019,1129,2548,2454,1722,469,683,829,1055,1646,1949,2392,1633,2222
619,7,4387546.890040241,470184.1112858286,883,1081,1004,3157,2013,1233,292,501,499,857,1708,2059,1895,1155,2323
620,7,4346808.912105403,596565.7349308028,360,591,597,2577,1891,1136,543,744,750,1226,2212,2668,2023,1182,3012
621,7,4277067.337532714,693212.7699226785,399,672,721,1242,1088,707,822,1085,1149,1366,1652,1825,1447,1016,1899
622,7,4270062.307890721,586117.1801571911,417,620,616,2490,2082,1260,606,832,879,1180,2071,2452,2245,1337,2750
623,7,4329601.907197209,588626.4392369958,462,727,812,3094,2444,1565,738,1009,1058,1453,2527,3098,2437,1522,3439
624,7,4292927.447201564,677685.5892856063,499,921,827,1253,1048,645,688,1124,1032,1072,1244,1438,1284,803,1498
625,7,4313741.72440121,534714.5017131722,400,659,657,2515,2304,1262,353,600,610,986,1813,2124,2259,1242,2462
626,7,4376391.787121846,578637.1822831719,804,1010,1054,2817,2265,1259,602,836,928,1266,2068,2410,2399,1347,2776
627,7,4346477.224165571,518772.52534091944,615,790,788,2858,1968,1183,438,646,618,994,2085,2564,1905,1116,2847
628,7,4344558.752357036,458103.19792253897,911,1127,1191,3125,2457,1538,620,901,993,1421,2233,2588,2683,1707,2927
629,7,4338755.499719828,510891.7024266697,1384,2024,2490,3323,4120,3898,1726,2316,2792,2948,3195,3369,3933,3705,3519
630,7,4310617.248301755,475302.7198300147,571,846,1022,2791,2964,1988,773,1055,1260,1483,2333,2782,2883,1902,3099
631,7,4265365.772682749,672898.7235035024,1055,1647,2018,3139,3293,2558,1384,1899,2292,2532,2928,3129,3058,2421,3287
632,7,4361784.0079607405,486130.59400908794,883,1117,1198,1710,1125,778,444,686,778,960,1245,1427,1319,865,1560
633,7,4396545.986565577,444886.085046799,573,704,710,2325,1869,1177,568,725,789,1036,1653,1954,1967,1282,2196
634,7,4305893.631875297,546428.1830394131,413,648,669,2767,2332,1411,422,662,698,1100,2135,2581,2324,1365,2928
635,7,4295763.795471524,551162.3187622214,381,574,579,2231,2198,1343,370,559,561,862,1687,2022,2162,1265,2342
636,7,4399704.993392138,568597.7039310555,716,1010,1106,3158,2667,1789,601,853,978,1293,2181,2599,2516,1654,2933
637,7,4341283.322966646,578790.815490429,328,527,479,2645,1819,1051,418,609,600,941,1897,2281,1934,1142,2563
638,7,4349126.54477579,559352.9685868977,563,757,734,2979,2087,1176,488,700,689,1111,2179,2624,2130,1194,2985
639,7,4316120.745131983,458940.84508541384,340,579,558,2981,2103,1184,501,725,696,1066,2159,2646,1970,1139,2967
640,7,4396665.162422351,421389.6728819015,624,794,873,2369,2181,1465,439,636,750,1026,1614,1903,2295,1528,2160
641,7,4319352.157143175,491608.59222747677,472,672,683,2617,1952,1212,405,626,748,1020,1779,2170,2300,1524,2464
642,7,4317709.67368005,456599.1043078061,346,612,585,2935,2079,1183,657,939,944,1266,2306,2716,2197,1307,3022
643,7,4318705.660848962,450421.3844719892,357,630,642,2604,1966,1164,571,799,806,1202,2114,2510,1946,1141,2757
644,7,4284594.269859821,645178.9856995852,263,488,440,2285,1514,804,303,538,510,891,1788,2110,1628,871,2415
645,7,4338743.265407154,405965.3282839541,361,577,513,2479,1893,1110,431,637,641,996,1804,2124,1901,1124,2412
646,7,4301535.696016809,458742.3238956432,361,607,615,2624,2091,1239,395,613,594,1033,1972,2331,1805,1032,2598
647,7,4360225.448262502,579485.4624650284,278,461,430,2497,1721,956,397,588,581,948,1984,2448,1913,1077,2777
648,7,4269902.973186935,612925.5238889332,323,574,570,2604,1970,1119,295,499,505,903,1769,2117,1855,1014,2406
649,7,4369123.727325177,431215.3746547697,774,949,1031,2664,2424,1673,591,831,935,1180,1948,2335,2421,1554,2618
650,7,4386733.237512419,566004.3844264813,468,628,636,2505,1823,1073,509,685,715,1075,1920,2310,2003,1209,2600
651,7,4270433.5196531145,586613.8231342769,346,515,484,2190,1461,875,453,619,607,941,1820,2190,1744,1014,2443
652,7,4287403.22538687,540836.543415048,428,695,713,2824,1891,1145,493,753,806,1128,2156,2703,2029,1215,3001
653,7,4314042.839191825,427641.4713697094,368,572,582,2349,1833,1091,542,724,756,1057,1776,2096,1890,1147,2337
654,7,4393117.290049562,509004.29610222526,489,729,716,2417,1877,1188,330,532,541,897,1713,2034,1805,1121,2282
