,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
11,1.626906437753416,0.0,6.996028494544217e-05,0.001417195486466243,0.0005117095127438056,2.7984113978176867e-05,0.002966316081686748,0.007757596167807459,4.9971632103887265e-05,0.0011253611549795412,1.9988652841554907e-05,0.002430620185533077,0.006482320116516256,0.004931200656011595,0.001753004854204365,0.007829555318037057
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4.19761709672653e-05,0.0,4.087573566237919,0.0047113254747544915,0.0012592851290179593,0.0001699035491532167,1.5990922273243925e-05,0.00021987518125710396,0.0,5.996595852466471e-06,0.0,0.00014191943517503984,0.001271278320722892,0.00075357221212662,0.0,1.1993191704932943e-05
22,0.000737581289853376,0.0,0.0039437612056387825,2.4046209447820663,0.004773290298563312,0.00046173788063991834,2.5985248694021376e-05,4.797276681973177e-05,0.0,0.0,0.0,6.796141966128669e-05,0.0004557412847874519,0.0001878933367106161,0.0,3.997730568310981e-06
23,0.0002938331967708571,0.0,7.395801551375315e-05,0.0022187404654125946,0.8128245757448412,0.0014471784657285752,1.5990922273243925e-05,1.9988652841554906e-06,0.0,0.0,0.0,1.1993191704932943e-05,0.00017390127972152767,2.5985248694021376e-05,0.0,0.0
24,1.5990922273243925e-05,0.0,0.0,1.9988652841554906e-06,9.794439892361904e-05,0.13965871853865996,1.9988652841554906e-06,1.9988652841554906e-06,0.0,0.0,0.0,5.996595852466471e-06,9.994326420777453e-06,1.9988652841554906e-06,0.0,0.0
31,0.0024226247243964547,0.0,1.1993191704932943e-05,0.0003757866734212322,0.000317819580180723,7.595688079790865e-05,0.16276959895406576,0.0001279273781859514,0.0,5.996595852466471e-06,7.995461136621962e-06,0.00032781390660150046,0.0004397503625142079,0.0001039409947760855,1.9988652841554906e-06,6.39636890929757e-05
41,0.01079387253443965,0.0,0.0028303932423641744,0.0014971500978324624,0.0009334700877006141,2.5985248694021376e-05,0.0012213066886190048,33.82373494214804,0.00013792170460672886,0.0003238161760331895,0.0005576834142793819,0.0245560600158502,0.01586899149091044,0.004899218811465107,0.0001039409947760855,0.00021987518125710396
42,5.9965958524664716e-05,0.0,8.994893778699708e-05,2.9982979262332358e-05,1.3992056989088434e-05,0.0,2.9982979262332358e-05,0.0016230786107342583,0.7768949722621462,0.0004177628443884975,9.994326420777453e-06,0.0015511194605046608,0.0007435778857058425,0.00013992056989088435,3.997730568310981e-06,1.9988652841554906e-06
43,0.001103373636853831,0.0,0.0003198184454648785,0.00012193078233348493,7.195915022959766e-05,0.0,1.7989787557399416e-05,0.0034560380763048433,0.0001679046838690612,1.7744266934546598,2.3986383409865885e-05,0.0013952079683405324,0.0016650547817015236,3.997730568310981e-05,3.997730568310981e-06,0.0
52,1.3992056989088434e-05,0.0,2.1987518125710394e-05,1.9988652841554907e-05,9.994326420777453e-06,0.0,3.198184454648785e-05,0.0032781390660150045,5.396936267219825e-05,0.0002338672382461924,0.028807646475248933,0.00036979007756876575,0.0008275302276403731,0.00020988085483632652,0.0,1.9988652841554906e-06
71,0.003228167433911117,0.0,0.00020188539369970455,0.00039577532626278714,0.00011393532119686297,0.0,0.00036979007756876575,0.01096177721830871,7.595688079790865e-05,0.0001279273781859514,0.011199642187123214,0.26636479003599234,0.005938628759225963,0.0024086326674073663,1.3992056989088434e-05,1.7989787557399416e-05
81,0.010042299187597185,0.0,0.017506062158633786,0.006222467629576042,0.0018389560614230514,0.0002518570258035918,0.0023366735171777685,0.003438048288747444,0.0007515733468424644,0.00019988652841554906,0.0003597957511479883,0.008880958457502844,29.156410488893663,0.177749095393527,4.9971632103887265e-05,0.00012992624347010688
82,0.006958050054145262,0.0,0.0032621481437417606,0.0015751058439145266,0.0012692794554387365,0.0006956051188861107,0.0009014882431541262,0.00668420551021596,0.0,2.3986383409865885e-05,2.3986383409865885e-05,0.0013492340668049563,0.06703594503472268,22.503183392851547,0.0007016017147385772,0.0004057696526835646
90,0.0029883035998124583,0.0,1.5990922273243925e-05,7.995461136621962e-06,0.0,0.0,8.595120721868609e-05,8.39523419345306e-05,0.0,0.0,0.0,9.994326420777453e-06,0.00017390127972152767,0.0010014315073619006,1.5666266573791392,0.0016450661288599689
95,0.007509736872572178,0.0,3.997730568310981e-06,7.995461136621962e-06,1.9988652841554906e-06,0.0,0.0001878933367106161,4.397503625142079e-05,0.0,0.0,0.0,1.7989787557399416e-05,0.00015990922273243925,0.0005237027044487385,0.0002758434092134577,0.3512406077318028
